Date,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,AvgTone
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.71893373366684
2024-12-14,139,"Chicago, Illinois, United States",41.85,-87.6501,1.89732142857143
2024-12-14,90,"Chicago, Illinois, United States",41.85,-87.6501,-2.62008733624454
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,0.0
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,6.41247833622184
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,0.0
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.01418439716312
2024-12-14,111,"Chicago, Illinois, United States",41.85,-87.6501,1.79282868525896
2024-12-14,182,"Chicago, Illinois, United States",41.85,-87.6501,-9.13978494623656
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-4.29017160686427
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.26633165829146
2024-12-13,114,"Chicago, Illinois, United States",41.85,-87.6501,-4.29017160686427
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-0.53956834532374
2024-12-13,182,"Chicago, Illinois, United States",41.85,-87.6501,-7.78443113772455
2024-12-13,114,"Chicago, Illinois, United States",41.85,-87.6501,-4.29017160686427
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.60824742268041
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,-0.71647901740021
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.60824742268041
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-6.5143320525671
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,1.89125295508274
2024-12-13,144,"Chicago, Illinois, United States",41.85,-87.6501,-17.6470588235294
2024-12-13,111,"Chicago, Illinois, United States",41.85,-87.6501,-6.4
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.72792362768497
2024-12-13,141,"Chicago, Illinois, United States",41.85,-87.6501,6.76818950930626
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,3.92561983471074
2024-12-13,1243,"Chicago, Illinois, United States",41.85,-87.6501,-5.36105032822757
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,-1.93133047210301
2024-12-13,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.84615384615385
